STATE,zipcode,Income
WA,98542,1258
WA,98542,2279
WA,98542,2797
WA,98542,2334
WA,98542,2838
WA,98542,0
WA,98546,4646
WA,98546,10259
WA,98546,14738
WA,98546,11307
WA,98546,22501
WA,98546,22998
WA,98547,3124
WA,98547,4327
WA,98547,4347
WA,98547,2370
WA,98547,9138
WA,98547,0
WA,98548,4477
WA,98548,9356
WA,98548,9155
WA,98548,7663
WA,98548,9690
WA,98548,7516
WA,98550,24518
WA,98550,39560
WA,98550,39501
WA,98550,27550
WA,98550,34267
WA,98550,17365
WA,98552,896
WA,98552,1123
WA,98552,2551
WA,98552,0
WA,98552,0
WA,98552,0
WA,98555,1099
WA,98555,1620
WA,98555,3122
WA,98555,1708
WA,98555,5483
WA,98555,0
WA,98557,5797
WA,98557,13807
WA,98557,16247
WA,98557,13741
WA,98557,20717
WA,98557,0
WA,98560,524
WA,98560,1115
WA,98560,1253
WA,98560,2073
WA,98560,0
WA,98560,0
WA,98563,12863
WA,98563,29647
WA,98563,39620
WA,98563,38532
WA,98563,60119
WA,98563,26477
WA,98564,4635
WA,98564,9600
WA,98564,8992
WA,98564,8745
WA,98564,13962
WA,98564,0
WA,98568,5501
WA,98568,10127
WA,98568,10807
WA,98568,8230
WA,98568,12732
WA,98568,0
WA,98569,14144
WA,98569,23499
WA,98569,23345
WA,98569,19355
WA,98569,32029
WA,98569,13534
WA,98570,7768
WA,98570,14579
WA,98570,17965
WA,98570,16998
WA,98570,22133
WA,98570,0
WA,98572,1773
WA,98572,3302
WA,98572,3561
WA,98572,2934
WA,98572,3252
WA,98572,0
WA,98576,10458
WA,98576,20917
WA,98576,23941
WA,98576,21216
WA,98576,33869
WA,98576,7533
WA,98577,11798
WA,98577,21626
WA,98577,22414
WA,98577,21250
WA,98577,27054
WA,98577,9045
WA,98579,23791
WA,98579,52069
WA,98579,56184
WA,98579,55194
WA,98579,81502
WA,98579,19447
WA,98580,15467
WA,98580,36577
WA,98580,44406
WA,98580,40489
WA,98580,79010
WA,98580,24067
WA,98581,921
WA,98581,2681
WA,98581,0
WA,98581,2260
WA,98581,0
WA,98581,0
WA,98582,1282
WA,98582,2673
WA,98582,3388
WA,98582,2847
WA,98582,5741
WA,98582,0
WA,98584,67109
WA,98584,140742
WA,98584,147268
WA,98584,126710
WA,98584,182128
WA,98584,62279
WA,98585,1539
WA,98585,2605
WA,98585,3642
WA,98585,2620
WA,98585,5181
WA,98585,0
WA,98586,4688
WA,98586,9648
WA,98586,7636
WA,98586,4869
WA,98586,14898
WA,98586,0
WA,98588,2785
WA,98588,6586
WA,98588,5905
WA,98588,5812
WA,98588,13705
WA,98588,0
WA,98589,12743
WA,98589,30891
WA,98589,37314
WA,98589,35635
WA,98589,60227
WA,98589,12048
WA,98590,947
WA,98590,1700
WA,98590,3095
WA,98590,0
WA,98590,3691
WA,98590,0
WA,98591,7035
WA,98591,16019
WA,98591,16001
WA,98591,17060
WA,98591,21830
WA,98591,6904
WA,98592,3188
WA,98592,7967
WA,98592,9648
WA,98592,10474
WA,98592,21386
WA,98592,13890
WA,98593,2045
WA,98593,3398
WA,98593,4422
WA,98593,3250
WA,98593,4059
WA,98593,0
WA,98595,6935
WA,98595,11697
WA,98595,10209
WA,98595,8586
WA,98595,14102
WA,98595,8714
WA,98596,12161
WA,98596,23412
WA,98596,25665
WA,98596,22656
WA,98596,26208
WA,98596,9417
WA,98597,41164
WA,98597,101667
WA,98597,106258
WA,98597,90831
WA,98597,127013
WA,98597,42780
WA,98601,4749
WA,98601,9886
WA,98601,14949
WA,98601,14107
WA,98601,27288
WA,98601,7042
WA,98603,1296
WA,98603,2952
WA,98603,4489
WA,98603,3456
WA,98603,9213
WA,98603,0
WA,98604,57569
WA,98604,124369
WA,98604,152984
WA,98604,175051
WA,98604,332695
WA,98604,231964
WA,98605,3494
WA,98605,7341
WA,98605,7197
WA,98605,4198
WA,98605,8954
WA,98605,0
WA,98606,15609
WA,98606,26682
WA,98606,36089
WA,98606,45322
WA,98606,128159
WA,98606,136278
WA,98607,38817
WA,98607,79229
WA,98607,102642
WA,98607,127641
WA,98607,431716
WA,98607,651165
WA,98610,6283
WA,98610,10019
WA,98610,11444
WA,98610,10615
WA,98610,27558
WA,98610,0
WA,98611,17472
WA,98611,34843
WA,98611,45891
WA,98611,47088
WA,98611,69986
WA,98611,25552
WA,98612,5048
WA,98612,9324
WA,98612,13187
WA,98612,12339
WA,98612,27908
WA,98612,0
WA,98613,791
WA,98613,1421
WA,98613,3441
WA,98613,0
WA,98613,3826
WA,98613,0
WA,98616,381
WA,98616,2116
WA,98616,0
WA,98616,3446
WA,98616,0
WA,98616,0
WA,98619,943
WA,98619,1912
WA,98619,2554
WA,98619,4621
WA,98619,0
WA,98619,0
WA,98620,14381
WA,98620,26783
WA,98620,27893
WA,98620,26784
WA,98620,33146
WA,98620,11907
WA,98624,2869
WA,98624,5679
WA,98624,4844
WA,98624,4599
WA,98624,13976
WA,98624,0
WA,98625,11045
WA,98625,22862
WA,98625,29126
WA,98625,34222
WA,98625,65798
WA,98625,29683
WA,98626,51632
WA,98626,90870
WA,98626,97421
WA,98626,83612
WA,98626,129455
WA,98626,60655
WA,98628,1038
WA,98628,2465
WA,98628,0
WA,98628,2357
WA,98628,0
WA,98628,0
WA,98629,12693
WA,98629,25331
WA,98629,36456
WA,98629,46969
WA,98629,97853
WA,98629,68256
WA,98631,8632
WA,98631,14496
WA,98631,13198
WA,98631,11315
WA,98631,18702
WA,98631,15399
WA,98632,102208
WA,98632,177433
WA,98632,179254
WA,98632,176436
WA,98632,288923
WA,98632,136616
WA,98635,3244
WA,98635,6879
WA,98635,7550
WA,98635,6654
WA,98635,16679
WA,98635,0
WA,98638,3003
WA,98638,6361
WA,98638,7534
WA,98638,5864
WA,98638,10295
WA,98638,0
WA,98640,10122
WA,98640,16672
WA,98640,15028
WA,98640,10944
WA,98640,18117
WA,98640,16029
WA,98642,24381
WA,98642,53204
WA,98642,73955
WA,98642,86196
WA,98642,229252
WA,98642,243425
WA,98643,896
WA,98643,1493
WA,98643,1923
WA,98643,3919
WA,98643,0
WA,98643,0
WA,98645,2024
WA,98645,4116
WA,98645,6201
WA,98645,6006
WA,98645,13224
WA,98645,0
WA,98647,798
WA,98647,1499
WA,98647,1675
WA,98647,2672
WA,98647,0
WA,98647,0
WA,98648,6134
WA,98648,11760
WA,98648,12059
WA,98648,11655
WA,98648,23392
WA,98648,13803
WA,98649,1866
WA,98649,3323
WA,98649,5514
WA,98649,5408
WA,98649,12273
WA,98649,0
WA,98650,1978
WA,98650,3764
WA,98650,5196
WA,98650,4245
WA,98650,8988
WA,98650,12201
WA,98651,1326
WA,98651,3100
WA,98651,4034
WA,98651,4166
WA,98651,10909
WA,98651,10353
WA,98660,26125
WA,98660,53470
WA,98660,50750
WA,98660,40104
WA,98660,65664
WA,98660,93253
WA,98661,108742
WA,98661,212363
WA,98661,170107
WA,98661,125974
WA,98661,177809
WA,98661,465032
WA,98662,65350
WA,98662,151840
WA,98662,160469
WA,98662,136098
WA,98662,192576
WA,98662,106609
WA,98663,30595
WA,98663,72620
WA,98663,68933
WA,98663,49949
WA,98663,91958
WA,98663,46395
WA,98664,49916
WA,98664,109151
WA,98664,106886
WA,98664,86438
WA,98664,135115
WA,98664,222551
WA,98665,57146
WA,98665,114800
WA,98665,119746
WA,98665,108873
WA,98665,189954
WA,98665,160531
WA,98671,37616
WA,98671,74434
WA,98671,96221
WA,98671,110733
WA,98671,247262
WA,98671,176248
WA,98672,12483
WA,98672,26166
WA,98672,27217
WA,98672,22889
WA,98672,57532
WA,98672,61709
WA,98674,24706
WA,98674,48283
WA,98674,54419
WA,98674,58257
WA,98674,100879
WA,98674,66632
WA,98675,7801
WA,98675,16069
WA,98675,26131
WA,98675,30205
WA,98675,43435
WA,98675,26837
WA,98682,112406
WA,98682,247878
WA,98682,269300
WA,98682,244292
WA,98682,366345
WA,98682,161509
WA,98683,58702
WA,98683,131380
WA,98683,155307
WA,98683,154852
WA,98683,324196
WA,98683,309387
WA,98684,56226
WA,98684,126512
WA,98684,133331
WA,98684,124333
WA,98684,206914
WA,98684,70817
WA,98685,42902
WA,98685,86025
WA,98685,113591
WA,98685,142645
WA,98685,369058
WA,98685,300777
WA,98686,32984
WA,98686,65384
WA,98686,83378
WA,98686,84340
WA,98686,218994
WA,98686,155422
WA,98801,97878
WA,98801,163707
WA,98801,153270
WA,98801,139579
WA,98801,259083
WA,98801,377197
WA,98802,63960
WA,98802,120162
WA,98802,128644
WA,98802,117943
WA,98802,213409
WA,98802,108434
WA,98812,14830
WA,98812,26649
WA,98812,16689
WA,98812,9581
WA,98812,15628
WA,98812,14876
WA,98813,16440
WA,98813,11889
WA,98813,6631
WA,98813,3742
WA,98813,2927
WA,98813,0
WA,98814,1011
WA,98814,2081
WA,98814,1867
WA,98814,1761
WA,98814,3299
WA,98814,0
WA,98815,15958
WA,98815,29702
WA,98815,28073
WA,98815,25209
WA,98815,50612
WA,98815,29528
WA,98816,17992
WA,98816,32924
WA,98816,27965
WA,98816,25569
WA,98816,56075
WA,98816,58782
WA,98822,4154
WA,98822,8609
WA,98822,8540
WA,98822,7258
WA,98822,13334
WA,98822,0
WA,98823,21939
WA,98823,44377
WA,98823,45784
WA,98823,43498
WA,98823,70490
WA,98823,36288
WA,98826,16204
WA,98826,30296
WA,98826,31648
WA,98826,29441
WA,98826,52948
WA,98826,56708
WA,98827,629
WA,98827,2449
WA,98827,0
WA,98827,2423
WA,98827,0
WA,98827,0
WA,98828,4993
WA,98828,9270
WA,98828,11112
WA,98828,8975
WA,98828,14164
WA,98828,7289
WA,98830,766
WA,98830,2264
WA,98830,1452
WA,98830,2398
WA,98830,2782
WA,98830,0
WA,98831,9527
WA,98831,14381
WA,98831,10141
WA,98831,10360
WA,98831,15416
WA,98831,24842
WA,98832,3125
WA,98832,0
WA,98832,2626
WA,98832,0
WA,98832,0
WA,98832,0
WA,98837,84273
WA,98837,179192
WA,98837,165528
WA,98837,137257
WA,98837,229100
WA,98837,154287
WA,98840,9778
WA,98840,16873
WA,98840,17930
WA,98840,12623
WA,98840,19344
WA,98840,8967
WA,98841,22213
WA,98841,38908
WA,98841,31230
WA,98841,23888
WA,98841,32562
WA,98841,15237
WA,98843,4408
WA,98843,8034
WA,98843,3792
WA,98843,3213
WA,98843,12921
WA,98843,7521
WA,98844,11439
WA,98844,16684
WA,98844,12396
WA,98844,10290
WA,98844,26294
WA,98844,0
WA,98846,2455
WA,98846,6102
WA,98846,4816
WA,98846,3131
WA,98846,9422
WA,98846,0
WA,98847,5541
WA,98847,8363
WA,98847,6560
WA,98847,5127
WA,98847,10445
WA,98847,6189
WA,98848,30717
WA,98848,59121
WA,98848,43332
WA,98848,31999
WA,98848,42876
WA,98848,48136
WA,98849,2222
WA,98849,5077
WA,98849,4473
WA,98849,5024
WA,98849,0
WA,98849,0
WA,98850,4379
WA,98850,8317
WA,98850,5436
WA,98850,3387
WA,98850,6548
WA,98850,0
WA,98851,8661
WA,98851,14556
WA,98851,14378
WA,98851,11484
WA,98851,17046
WA,98851,0
WA,98855,13393
WA,98855,21984
WA,98855,20398
WA,98855,15904
WA,98855,18946
WA,98855,8552
WA,98856,6277
WA,98856,12694
WA,98856,11218
WA,98856,8082
WA,98856,9711
WA,98856,10775
WA,98857,7564
WA,98857,18444
WA,98857,15444
WA,98857,9620
WA,98857,27153
WA,98857,10277
WA,98858,2840
WA,98858,6737
WA,98858,6664
WA,98858,6786
WA,98858,16199
WA,98858,0
WA,98862,4909
WA,98862,11510
WA,98862,11144
WA,98862,12157
WA,98862,25291
WA,98862,23642
WA,98901,78291
WA,98901,114456
WA,98901,73476
WA,98901,52627
WA,98901,92347
WA,98901,80307
WA,98902,121922
WA,98902,209127
WA,98902,141118
WA,98902,86945
WA,98902,102783
WA,98902,84249
WA,98903,37218
WA,98903,68586
WA,98903,53173
WA,98903,41995
WA,98903,72234
WA,98903,85142
WA,98908,70350
WA,98908,148562
WA,98908,159803
WA,98908,154865
WA,98908,307238
WA,98908,462426
WA,98922,12177
WA,98922,19748
WA,98922,23402
WA,98922,24886
WA,98922,46296
WA,98922,53691
WA,98923,4668
WA,98923,7637
WA,98923,5950
WA,98923,5258
WA,98923,9781
WA,98923,0
WA,98926,59999
WA,98926,98803
WA,98926,107500
WA,98926,111571
WA,98926,189019
WA,98926,112431
WA,98930,39292
WA,98930,69233
WA,98930,47340
WA,98930,28824
WA,98930,37844
WA,98930,17091
WA,98932,14950
WA,98932,26116
WA,98932,12857
WA,98932,5696
WA,98932,12595
WA,98932,0
WA,98933,2952
WA,98933,7674
WA,98933,5174
WA,98933,3102
WA,98933,8814
WA,98933,0
WA,98935,11652
WA,98935,20433
WA,98935,11062
WA,98935,5190
WA,98935,14374
WA,98935,0
WA,98936,11205
WA,98936,26335
WA,98936,31987
WA,98936,24650
WA,98936,31149
WA,98936,21235
WA,98937,7979
WA,98937,19399
WA,98937,19011
WA,98937,17101
WA,98937,28083
WA,98937,29950
WA,98938,5078
WA,98938,8244
WA,98938,6306
WA,98938,4318
WA,98938,14639
WA,98938,0
WA,98942,33052
WA,98942,70732
WA,98942,77031
WA,98942,77174
WA,98942,131312
WA,98942,146506
WA,98944,72115
WA,98944,103504
WA,98944,58466
WA,98944,32956
WA,98944,44466
WA,98944,42504
WA,98946,1080
WA,98946,2266
WA,98946,3792
WA,98946,0
WA,98946,3678
WA,98946,0
WA,98947,6781
WA,98947,14309
WA,98947,9959
WA,98947,6563
WA,98947,11846
WA,98947,0
WA,98948,37395
WA,98948,65250
WA,98948,35605
WA,98948,16870
WA,98948,25828
WA,98948,0
WA,98951,34686
WA,98951,61028
WA,98951,32958
WA,98951,17066
WA,98951,21984
WA,98951,20348
WA,98952,3410
WA,98952,7706
WA,98952,4115
WA,98952,3206
WA,98952,4912
WA,98952,0
WA,98953,12786
WA,98953,27752
WA,98953,27825
WA,98953,21619
WA,98953,38595
WA,98953,21241
WA,99001,12684
WA,99001,23509
WA,99001,20081
WA,99001,13395
WA,99001,15748
WA,99001,0
WA,99003,9702
WA,99003,18298
WA,99003,21026
WA,99003,24485
WA,99003,41367
WA,99003,20307
WA,99004,39241
WA,99004,60546
WA,99004,62162
WA,99004,67005
WA,99004,109049
WA,99004,36418
WA,99005,13506
WA,99005,25192
WA,99005,38315
WA,99005,42955
WA,99005,121256
WA,99005,218555
WA,99006,23554
WA,99006,43157
WA,99006,54016
WA,99006,50831
WA,99006,72858
WA,99006,28893
WA,99008,1068
WA,99008,2200
WA,99008,2919
WA,99008,2313
WA,99008,7147
WA,99008,0
WA,99009,7978
WA,99009,13117
WA,99009,16158
WA,99009,14224
WA,99009,18227
WA,99009,8112
WA,99011,7727
WA,99011,12732
WA,99011,9993
WA,99011,3914
WA,99011,4280
WA,99011,0
WA,99012,1410
WA,99012,4135
WA,99012,3804
WA,99012,4600
WA,99012,7593
WA,99012,0
WA,99013,1853
WA,99013,2809
WA,99013,4085
WA,99013,2281
WA,99013,3447
WA,99013,0
WA,99016,22456
WA,99016,47853
WA,99016,61814
WA,99016,70620
WA,99016,129405
WA,99016,107298
WA,99018,499
WA,99018,2031
WA,99018,0
WA,99018,2244
WA,99018,0
WA,99018,0
WA,99019,15193
WA,99019,35152
WA,99019,42919
WA,99019,55104
WA,99019,146249
WA,99019,205571
WA,99021,17408
WA,99021,32029
WA,99021,40528
WA,99021,43183
WA,99021,93317
WA,99021,50988
WA,99022,15249
WA,99022,39793
WA,99022,40407
WA,99022,36645
WA,99022,61435
WA,99022,12131
WA,99023,897
WA,99023,1933
WA,99023,1630
WA,99023,1930
WA,99023,11913
WA,99023,0
WA,99025,8991
WA,99025,18821
WA,99025,24609
WA,99025,25257
WA,99025,47021
WA,99025,35398
WA,99026,14109
WA,99026,31290
WA,99026,42328
WA,99026,52218
WA,99026,100148
WA,99026,54146
WA,99027,12642
WA,99027,26556
WA,99027,28444
WA,99027,27498
WA,99027,45185
WA,99027,26972
WA,99029,4712
WA,99029,5121
WA,99029,6835
WA,99029,5661
WA,99029,12841
WA,99029,0
WA,99030,1874
WA,99030,4151
WA,99030,4846
WA,99030,4667
WA,99030,10449
WA,99030,0
WA,99031,2653
WA,99031,4514
WA,99031,5538
WA,99031,5643
WA,99031,18061
WA,99031,0
WA,99032,1316
WA,99032,2476
WA,99032,3006
WA,99032,2637
WA,99032,4226
WA,99032,0
WA,99033,1606
WA,99033,3873
WA,99033,3445
WA,99033,3345
WA,99033,4333
WA,99033,0
WA,99034,765
WA,99034,1958
WA,99034,0
WA,99034,2626
WA,99034,0
WA,99034,0
WA,99036,2436
WA,99036,5176
WA,99036,5555
WA,99036,7233
WA,99036,23252
WA,99036,19159
WA,99037,31735
WA,99037,60889
WA,99037,65324
WA,99037,66769
WA,99037,137668
WA,99037,90124
WA,99040,2054
WA,99040,4799
WA,99040,3603
WA,99040,3935
WA,99040,0
WA,99040,0
WA,99101,2977
WA,99101,5332
WA,99101,5781
WA,99101,3293
WA,99101,6472
WA,99101,0
WA,99103,788
WA,99103,1840
WA,99103,1904
WA,99103,2229
WA,99103,5622
WA,99103,0
WA,99109,10476
WA,99109,19309
WA,99109,18472
WA,99109,18090
WA,99109,26021
WA,99109,15150
WA,99110,3379
WA,99110,6021
WA,99110,5786
WA,99110,5984
WA,99110,8942
WA,99110,0
WA,99111,7454
WA,99111,15384
WA,99111,19919
WA,99111,21258
WA,99111,31406
WA,99111,10712
WA,99113,1324
WA,99113,3181
WA,99113,3527
WA,99113,5375
WA,99113,10440
WA,99113,0
WA,99114,25293
WA,99114,46800
WA,99114,47839
WA,99114,44911
WA,99114,64082
WA,99114,27678
WA,99115,2418
WA,99115,4659
WA,99115,4500
WA,99115,3746
WA,99115,10362
WA,99115,0
WA,99116,2239
WA,99116,5837
WA,99116,7335
WA,99116,5029
WA,99116,10016
WA,99116,0
WA,99117,924
WA,99117,1325
WA,99117,2067
WA,99117,2310
WA,99117,4071
WA,99117,0
WA,99118,1284
WA,99118,2395
WA,99118,3000
WA,99118,2171
WA,99118,4811
WA,99118,0
WA,99119,1771
WA,99119,3220
WA,99119,3415
WA,99119,3007
WA,99119,8893
WA,99119,0
WA,99122,6280
WA,99122,13024
WA,99122,17053
WA,99122,15677
WA,99122,24248
WA,99122,9711
WA,99123,1850
WA,99123,3646
WA,99123,5290
WA,99123,6084
WA,99123,11596
WA,99123,0
WA,99125,1056
WA,99125,2992
WA,99125,2847
WA,99125,3514
WA,99125,0
WA,99125,0
WA,99126,1564
WA,99126,2992
WA,99126,2784
WA,99126,1708
WA,99126,5692
WA,99126,0
WA,99128,414
WA,99128,1256
WA,99128,2439
WA,99128,0
WA,99128,3517
WA,99128,0
WA,99129,1304
WA,99129,2485
WA,99129,1540
WA,99129,2113
WA,99129,0
WA,99129,0
WA,99130,1284
WA,99130,4141
WA,99130,3573
WA,99130,4085
WA,99130,6944
WA,99130,0
WA,99133,3426
WA,99133,5697
WA,99133,6111
WA,99133,5905
WA,99133,15052
WA,99133,0
WA,99134,828
WA,99134,2302
WA,99134,2007
WA,99134,1794
WA,99134,6122
WA,99134,0
WA,99135,373
WA,99135,1805
WA,99135,0
WA,99135,3854
WA,99135,0
WA,99135,0
WA,99137,638
WA,99137,1649
WA,99137,1399
WA,99137,2151
WA,99137,0
WA,99137,0
WA,99138,2081
WA,99138,4953
WA,99138,4047
WA,99138,2498
WA,99138,3652
WA,99138,0
WA,99139,2120
WA,99139,3774
WA,99139,4752
WA,99139,4697
WA,99139,8946
WA,99139,0
WA,99140,910
WA,99140,742
WA,99140,2514
WA,99140,0
WA,99140,0
WA,99140,0
WA,99141,10694
WA,99141,20336
WA,99141,23036
WA,99141,18930
WA,99141,25226
WA,99141,7054
WA,99143,1046
WA,99143,2697
WA,99143,2531
WA,99143,2544
WA,99143,5130
WA,99143,0
WA,99148,4386
WA,99148,7209
WA,99148,9151
WA,99148,8540
WA,99148,21795
WA,99148,0
WA,99150,602
WA,99150,976
WA,99150,1531
WA,99150,3937
WA,99150,0
WA,99150,0
WA,99153,947
WA,99153,873
WA,99153,1817
WA,99153,2641
WA,99153,3203
WA,99153,0
WA,99155,2508
WA,99155,5651
WA,99155,4539
WA,99155,0
WA,99155,2693
WA,99155,0
WA,99156,15843
WA,99156,29971
WA,99156,30071
WA,99156,26026
WA,99156,41557
WA,99156,41553
WA,99157,1662
WA,99157,2851
WA,99157,3765
WA,99157,0
WA,99157,3761
WA,99157,0
WA,99158,1036
WA,99158,2113
WA,99158,2715
WA,99158,3303
WA,99158,4436
WA,99158,0
WA,99159,2216
WA,99159,5035
WA,99159,5826
WA,99159,4178
WA,99159,9520
WA,99159,5585
WA,99161,2054
WA,99161,6709
WA,99161,7891
WA,99161,7923
WA,99161,14221
WA,99161,0
WA,99163,57152
WA,99163,74254
WA,99163,73176
WA,99163,75195
WA,99163,182617
WA,99163,119753
WA,99166,5505
WA,99166,10696
WA,99166,9687
WA,99166,12075
WA,99166,14806
WA,99166,9074
WA,99167,1405
WA,99167,2343
WA,99167,3557
WA,99167,0
WA,99167,5033
WA,99167,0
WA,99169,5174
WA,99169,14036
WA,99169,9979
WA,99169,9960
WA,99169,15547
WA,99169,9250
WA,99170,2064
WA,99170,4740
WA,99170,4293
WA,99170,4897
WA,99170,8547
WA,99170,0
WA,99171,1997
WA,99171,4050
WA,99171,4939
WA,99171,4176
WA,99171,7856
WA,99171,0
WA,99173,3223
WA,99173,5600
WA,99173,4914
WA,99173,3722
WA,99173,4220
WA,99173,0
WA,99179,629
WA,99179,2526
WA,99179,2341
WA,99179,1733
WA,99179,5714
WA,99179,0
WA,99180,2062
WA,99180,4181
WA,99180,4406
WA,99180,3124
WA,99180,6899
WA,99180,0
WA,99181,3766
WA,99181,5898
WA,99181,7798
WA,99181,5520
WA,99181,7989
WA,99181,0
WA,99185,2061
WA,99185,5762
WA,99185,5650
WA,99185,6394
WA,99185,17175
WA,99185,0
WA,99201,35991
WA,99201,49760
WA,99201,31712
WA,99201,23911
WA,99201,42934
WA,99201,71402
WA,99202,42646
WA,99202,70785
WA,99202,51693
WA,99202,32733
WA,99202,39037
WA,99202,39837
WA,99203,35485
WA,99203,80314
WA,99203,94398
WA,99203,103955
WA,99203,249314
WA,99203,348395
WA,99204,22091
WA,99204,31976
WA,99204,19614
WA,99204,14764
WA,99204,25699
WA,99204,57762
WA,99205,103373
WA,99205,219062
WA,99205,199823
WA,99205,135729
WA,99205,126798
WA,99205,30776
WA,99206,81170
WA,99206,155841
WA,99206,149940
WA,99206,132875
WA,99206,215971
WA,99206,122422
WA,99207,84713
WA,99207,140951
WA,99207,89018
WA,99207,45404
WA,99207,33669
WA,99207,9434
WA,99208,101662
WA,99208,188791
WA,99208,201298
WA,99208,212375
WA,99208,423236
WA,99208,291833
WA,99212,44926
WA,99212,90883
WA,99212,87792
WA,99212,71065
WA,99212,100671
WA,99212,80184
WA,99216,60739
WA,99216,118311
WA,99216,102383
WA,99216,81709
WA,99216,96029
WA,99216,23085
WA,99217,38522
WA,99217,78489
WA,99217,72213
WA,99217,51378
WA,99217,81587
WA,99217,69549
WA,99218,28556
WA,99218,46927
WA,99218,49639
WA,99218,56117
WA,99218,111179
WA,99218,68657
WA,99223,55910
WA,99223,113181
WA,99223,129591
WA,99223,136441
WA,99223,308161
WA,99223,486639
WA,99224,36522
WA,99224,80345
WA,99224,80961
WA,99224,79251
WA,99224,181812
WA,99224,188594
WA,99301,164098
WA,99301,313502
WA,99301,266940
WA,99301,226739
WA,99301,369930
WA,99301,239067
WA,99320,16558
WA,99320,32861
WA,99320,42613
WA,99320,38753
WA,99320,69197
WA,99320,32690
WA,99321,3716
WA,99321,6719
WA,99321,3984
WA,99321,0
WA,99321,0
WA,99321,0
WA,99322,358
WA,99322,1052
WA,99322,2585
WA,99322,0
WA,99322,3221
WA,99322,0
WA,99323,6818
WA,99323,12289
WA,99323,17021
WA,99323,18785
WA,99323,33842
WA,99323,11742
WA,99324,20519
WA,99324,37546
WA,99324,36713
WA,99324,26696
WA,99324,38191
WA,99324,21429
WA,99326,6795
WA,99326,16428
WA,99326,14868
WA,99326,9453
WA,99326,12384
WA,99326,11059
WA,99328,7545
WA,99328,13383
WA,99328,14836
WA,99328,14124
WA,99328,21722
WA,99328,8713
WA,99329,627
WA,99329,1225
WA,99329,2406
WA,99329,0
WA,99329,3197
WA,99329,0
WA,99330,3368
WA,99330,7854
WA,99330,6001
WA,99330,4131
WA,99330,10181
WA,99330,0
WA,99336,119200
WA,99336,212231
WA,99336,175763
WA,99336,139440
WA,99336,231065
WA,99336,95321
WA,99337,54158
WA,99337,105601
WA,99337,123965
WA,99337,139432
WA,99337,270209
WA,99337,136973
WA,99338,17838
WA,99338,32892
WA,99338,46631
WA,99338,70846
WA,99338,234817
WA,99338,166343
WA,99341,1394
WA,99341,3288
WA,99341,3574
WA,99341,2352
WA,99341,4376
WA,99341,0
WA,99343,5913
WA,99343,12867
WA,99343,9035
WA,99343,5197
WA,99343,11593
WA,99343,12555
WA,99344,39809
WA,99344,88599
WA,99344,57653
WA,99344,36758
WA,99344,45837
WA,99344,59953
WA,99347,4429
WA,99347,9088
WA,99347,10356
WA,99347,9618
WA,99347,18560
WA,99347,0
WA,99348,3120
WA,99348,5957
WA,99348,5186
WA,99348,2333
WA,99348,10003
WA,99348,0
WA,99349,19024
WA,99349,43830
WA,99349,19857
WA,99349,8945
WA,99349,16412
WA,99349,12557
WA,99350,27216
WA,99350,52487
WA,99350,47896
WA,99350,43203
WA,99350,76028
WA,99350,52041
WA,99352,52712
WA,99352,103223
WA,99352,122908
WA,99352,147623
WA,99352,444610
WA,99352,379873
WA,99353,21590
WA,99353,42398
WA,99353,63565
WA,99353,89079
WA,99353,222203
WA,99353,105520
WA,99354,41798
WA,99354,83090
WA,99354,96009
WA,99354,94279
WA,99354,252326
WA,99354,127883
WA,99356,601
WA,99356,1385
WA,99356,3123
WA,99356,0
WA,99356,0
WA,99356,0
WA,99357,12281
WA,99357,28038
WA,99357,15247
WA,99357,6993
WA,99357,9723
WA,99357,9280
WA,99360,2171
WA,99360,4944
WA,99360,7040
WA,99360,5769
WA,99360,16770
WA,99360,0
WA,99361,2894
WA,99361,6369
WA,99361,7377
WA,99361,8871
WA,99361,12423
WA,99361,6288
WA,99362,81393
WA,99362,156038
WA,99362,148986
WA,99362,141373
WA,99362,263703
WA,99362,244336
WA,99371,590
WA,99371,2158
WA,99371,0
WA,99371,2752
WA,99371,0
WA,99371,0
WA,99401,511
WA,99401,1066
WA,99401,1412
WA,99401,3049
WA,99401,0
WA,99401,0
WA,99402,3379
WA,99402,7218
WA,99402,7039
WA,99402,8263
WA,99402,25088
WA,99402,0
WA,99403,43349
WA,99403,78568
WA,99403,80099
WA,99403,73664
WA,99403,114919
WA,99403,91196
WA,99999,248646
WA,99999,540969
WA,99999,574554
WA,99999,501826
WA,99999,999074
WA,99999,1595556
